wa_label,ons_label,name,subgroup,OA_2001,OA_2001_new,IN250,OUT250,IN500,OUT500,IN750,OUT750,IN1000,OUT1000
02AZGL,00AZGL0008,,2a2,02AZGL0008,E00016450,0,0,0,0,0,0,0,0
02BEGR,00BEGR0019,,7b1,02BEGR0019,E00020228,0,0,0,0,0,0,0,0
02BEGH,00BEGH0023,,7b1,02BEGH0023,E00019908,0,0,0,0,0,0,0,0
02BEGH,00BEGH0026,,7b1,02BEGH0026,E00019911,0,0,0,0,0,0,0,0
02BEGH,00BEGH0029,,2a2,02BEGH0029,E00019914,0,0,0,0,0,0,0,0
02AZGW,00AZGW0038,,7b2,02AZGW0038,E00016916,0,0,0,0,0,0,0,0
02BEGR,00BEGR0007,,7b1,02BEGR0007,E00020216,0,0,0,0,0,0,0,0
02BEGR,00BEGR0015,,7b1,02BEGR0015,E00020224,0,0,0,0,0,0,0,0
02AZGL,00AZGL0021,,7b1,02AZGL0021,E00016463,0,0,0,0,0,0,0,0
02AZGW,00AZGW0042,,7b2,02AZGW0042,E00016920,0,0,0,0,0,0,0,0
02AZGL,00AZGL0019,,2a2,02AZGL0019,E00016461,0,0,0,0,0,0,0,0
02AZGS,00AZGS0010,,7b1,02AZGS0010,E00016737,0,0,0,0,0,0,0,0
02BEGR,00BEGR0024,,7b1,02BEGR0024,E00020233,0,0,0,0,0,0,0,0
02BGFX,00BGFX0006,,2a2,02BGFX0006,E00021183,0,0,0,0,0,0,0,0
02AZGL,00AZGL0001,,7a3,02AZGL0001,E00016443,0,0,0,0,0,0,0,0
02BEGR,00BEGR0002,,7b1,02BEGR0002,E00020211,0,0,0,0,0,0,0,0
02AZGS,00AZGS0037,,7b1,02AZGS0037,E00016764,0,0,0,0,0,0,0,0
02BGGH,00BGGH0007,,7b1,02BGGH0007,E00021564,0,0,0,0,0,0,0,0
02AZGS,00AZGS0032,,7a3,02AZGS0032,E00016759,0,0,0,0,0,0,0,0
02AZGS,00AZGS0034,,7a3,02AZGS0034,E00016761,0,0,0,0,0,0,0,0
02AZGD,00AZGD0013,,7b1,02AZGD0013,E00016124,0,0,0,0,0,0,0,0
02AZGS,00AZGS0035,,7b1,02AZGS0035,E00016762,0,0,0,0,0,0,0,0
02AZGD,00AZGD0010,,7b1,02AZGD0010,E00016121,0,0,0,0,0,0,0,0
02AZGD,00AZGD0047,,7a3,02AZGD0047,E00016158,0,0,0,0,0,0,0,0
02AZGH,00AZGH0008,,7b1,02AZGH0008,E00016307,0,0,0,0,0,0,0,0
02AZGH,00AZGH0023,,7b1,02AZGH0023,E00016322,0,0,0,0,0,0,0,0
02AZGL,00AZGL0007,,7b1,02AZGL0007,E00016449,0,0,0,0,0,0,0,0
02AZGH,00AZGH0019,,7a3,02AZGH0019,E00016318,0,0,0,0,0,0,0,0
02AZGH,00AZGH0005,,7b1,02AZGH0005,E00016304,0,0,0,0,0,0,0,0
02ACGE,00ACGE0035,,2b1,02ACGE0035,E00000956,0,0,0,0,0,0,0,0
02ACGE,00ACGE0036,,2b2,02ACGE0036,E00000957,0,0,0,0,0,0,0,0
02ACGE,00ACGE0033,,4d1,02ACGE0033,E00000954,0,0,0,0,0,0,0,0
02AZGS,00AZGS0036,,7b1,02AZGS0036,E00016763,0,0,0,0,0,0,0,0
02AZGD,00AZGD0007,,7b1,02AZGD0007,E00016118,0,0,0,0,0,0,0,0
02AZGD,00AZGD0001,,7b1,02AZGD0001,E00016112,0,0,0,0,0,0,0,0
02AZGD,00AZGD0045,,7b1,02AZGD0045,E00016156,0,0,0,0,0,0,0,0
02BGFY,00BGFY0013,,2a2,02BGFY0013,E00021230,0,0,0,0,0,0,0,0
02AZGG,00AZGG0010,,7b1,02AZGG0010,E00016265,0,0,0,0,0,0,0,0
02BEGR,00BEGR0038,,2a2,02BEGR0038,E00020247,0,0,0,0,0,0,0,0
02BEGR,00BEGR0012,,2b2,02BEGR0012,E00020221,0,0,0,0,0,0,0,0
02AZGL,00AZGL0004,,7b1,02AZGL0004,E00016446,0,0,0,0,0,0,0,0
02AZGL,00AZGL0015,,2a2,02AZGL0015,E00016457,0,0,0,0,0,0,0,0
02AZGL,00AZGL0012,,7b1,02AZGL0012,E00016454,0,0,0,0,0,0,0,0
02AZGL,00AZGL0048,,7b1,02AZGL0048,E00016490,0,0,0,0,0,0,0,0
02BEGW,00BEGW0032,,7a3,02BEGW0032,E00020406,0,0,0,0,0,0,0,0
02AZGL,00AZGL0044,,7a3,02AZGL0044,E00016486,0,0,0,0,0,0,0,0
02AZGL,00AZGL0050,,7b1,02AZGL0050,E00016492,0,0,0,0,0,0,0,0
02AZGL,00AZGL0009,,7b1,02AZGL0009,E00016451,0,0,0,0,0,0,0,0
02BEGR,00BEGR0006,,7b1,02BEGR0006,E00020215,0,0,0,0,0,0,0,0
02AZGS,00AZGS0005,,7b1,02AZGS0005,E00016732,0,0,0,0,0,0,0,0
02AZGS,00AZGS0008,,7b1,02AZGS0008,E00016735,0,0,0,0,0,0,0,0
02AZGS,00AZGS0007,,7a3,02AZGS0007,E00016734,0,0,0,0,0,0,0,0
02AZGS,00AZGS0015,,7b1,02AZGS0015,E00016742,0,0,0,0,0,0,0,0
02AZGS,00AZGS0016,,7a2,02AZGS0016,E00016743,0,0,0,0,0,0,0,0
02AZGS,00AZGS0021,,7b1,02AZGS0021,E00016748,0,0,0,0,0,0,0,0
02AZGS,00AZGS0026,,7a2,02AZGS0026,E00016753,0,0,0,0,0,0,0,0
02AZGS,00AZGS0014,,7b1,02AZGS0014,E00016741,0,0,0,0,0,0,0,0
02AZGS,00AZGS0020,,7b1,02AZGS0020,E00016747,0,0,0,0,0,0,0,0
02AZGS,00AZGS0006,,7b1,02AZGS0006,E00016733,0,0,0,0,0,0,0,0
02AZGS,00AZGS0017,,7b1,02AZGS0017,E00016744,0,0,0,0,0,0,0,0
02AZGS,00AZGS0022,,7b1,02AZGS0022,E00016749,0,0,0,0,0,0,0,0
02AZGS,00AZGS0019,,7b1,02AZGS0019,E00016746,0,0,0,0,0,0,0,0
02AZGS,00AZGS0023,,7b1,02AZGS0023,E00016750,0,0,0,0,0,0,0,0
02AZGS,00AZGS0012,,7b1,02AZGS0012,E00016739,0,0,0,0,0,0,0,0
02AZGS,00AZGS0024,,7b1,02AZGS0024,E00016751,0,0,0,0,0,0,0,0
02AZGS,00AZGS0030,,7a3,02AZGS0030,E00016757,0,0,0,0,0,0,0,0
02AZGS,00AZGS0011,,7b1,02AZGS0011,E00016738,0,0,0,0,0,0,0,0
02AZGH,00AZGH0021,,7b1,02AZGH0021,E00016320,0,0,0,0,0,0,0,0
02AZGS,00AZGS0027,,7b1,02AZGS0027,E00016754,0,0,0,0,0,0,0,0
02AZGS,00AZGS0018,,7b1,02AZGS0018,E00016745,0,0,0,0,0,0,0,0
02AZGL,00AZGL0049,,7b1,02AZGL0049,E00016491,0,0,0,0,0,0,0,0
02AZGH,00AZGH0020,,7b1,02AZGH0020,E00016319,0,0,0,0,0,0,0,0
02AZGH,00AZGH0022,,7b1,02AZGH0022,E00016321,0,0,0,0,0,0,0,0
02AZGH,00AZGH0004,,7b1,02AZGH0004,E00016303,0,0,0,0,0,0,0,0
02AZGH,00AZGH0015,,7b1,02AZGH0015,E00016314,0,0,0,0,0,0,0,0
02AZGH,00AZGH0003,,7b1,02AZGH0003,E00016302,0,0,0,0,0,0,0,0
02AZGH,00AZGH0006,,7b1,02AZGH0006,E00016305,0,0,0,0,0,0,0,0
02ALGW,00ALGW0009,,7b2,02ALGW0009,E00008067,0,0,0,0,0,0,0,0
02AZGH,00AZGH0007,,7b1,02AZGH0007,E00016306,0,0,0,0,0,0,0,0
02ALGW,00ALGW0040,,7b2,02ALGW0040,E00008098,0,0,0,0,0,0,0,0
02AZGH,00AZGH0017,,7a3,02AZGH0017,E00016316,0,0,0,0,0,0,0,0
02AZGH,00AZGH0009,,7b1,02AZGH0009,E00016308,0,0,0,0,0,0,0,0
02AZGH,00AZGH0016,,7b1,02AZGH0016,E00016315,0,0,0,0,0,0,0,0
02AZGS,00AZGS0013,,7b1,02AZGS0013,E00016740,0,0,0,0,0,0,0,0
02AZGS,00AZGS0028,,7b1,02AZGS0028,E00016755,0,0,0,0,0,0,0,0
02BGFX,00BGFX0004,,7b2,02BGFX0004,E00021181,0,0,0,0,0,0,0,0
02AZGD,00AZGD0044,,7b1,02AZGD0044,E00016155,0,0,0,0,0,0,0,0
02AZGT,00AZGT0006,,7b1,02AZGT0006,E00016783,0,0,0,0,0,0,0,0
02AZGT,00AZGT0033,,7b1,02AZGT0033,E00016810,0,0,0,0,0,0,0,0
02AZGT,00AZGT0030,,7b1,02AZGT0030,E00016807,0,0,0,0,0,0,0,0
02AZGD,00AZGD0043,,7b1,02AZGD0043,E00016154,0,0,0,0,0,0,0,0
02BGFX,00BGFX0007,,7b2,02BGFX0007,E00021184,0,0,0,0,0,0,0,0
02AZGT,00AZGT0005,,7b1,02AZGT0005,E00016782,0,0,0,0,0,0,0,0
02AZGT,00AZGT0025,,7b1,02AZGT0025,E00016802,0,0,0,0,0,0,0,0
02AZGT,00AZGT0032,,7b1,02AZGT0032,E00016809,0,0,0,0,0,0,0,0
02AZGH,00AZGH0018,,2b2,02AZGH0018,E00016317,0,0,0,0,0,0,0,0
02AZGT,00AZGT0020,,7a3,02AZGT0020,E00016797,0,0,0,0,0,0,0,0
02AZGT,00AZGT0021,,7b1,02AZGT0021,E00016798,0,0,0,0,0,0,0,0
02AZGT,00AZGT0012,,7a3,02AZGT0012,E00016789,0,0,0,0,0,0,0,0
02AZGT,00AZGT0003,,2a2,02AZGT0003,E00016780,0,0,0,0,0,0,0,0
02BEGQ,00BEGQ0021,,7b2,02BEGQ0021,E00020196,0,0,0,0,0,0,0,0
02AZGT,00AZGT0002,,7b1,02AZGT0002,E00016779,0,0,0,0,0,0,0,0
02AZGT,00AZGT0013,,7b1,02AZGT0013,E00016790,0,0,0,0,0,0,0,0
02AZGT,00AZGT0010,,7b2,02AZGT0010,E00016787,0,0,0,0,0,0,0,0
02AZGT,00AZGT0018,,7b1,02AZGT0018,E00016795,0,0,0,0,0,0,0,0
02BEGR,00BEGR0010,,7b1,02BEGR0010,E00020219,0,0,0,0,0,0,0,0
02AZGL,00AZGL0041,,7b1,02AZGL0041,E00016483,0,0,0,0,0,0,0,0
02AZGH,00AZGH0013,,7b1,02AZGH0013,E00016312,0,0,0,0,0,0,0,0
02AZGL,00AZGL0045,,7b1,02AZGL0045,E00016487,0,0,0,0,0,0,0,0
02AZGH,00AZGH0011,,7a3,02AZGH0011,E00016310,0,0,0,0,0,0,0,0
02AZGH,00AZGH0043,,7a3,02AZGH0043,E00016342,0,0,0,0,0,0,0,0
02AZGH,00AZGH0033,,7a3,02AZGH0033,E00016332,0,0,0,0,0,0,0,0
02AZGH,00AZGH0045,,7b1,02AZGH0045,E00016344,0,0,0,0,0,0,0,0
02AZGH,00AZGH0034,,7a3,02AZGH0034,E00016333,0,0,0,0,0,0,0,0
02AZGH,00AZGH0046,,7a3,02AZGH0046,E00016345,0,0,0,0,0,0,0,0
02AZGH,00AZGH0001,,7b1,02AZGH0001,E00016300,0,0,0,0,0,0,0,0
02AZGH,00AZGH0002,,7a3,02AZGH0002,E00016301,0,0,0,0,0,0,0,0
02BEGW,00BEGW0002,,7b1,02BEGW0002,E00020376,0,0,0,0,0,0,0,0
02BEGH,00BEGH0013,,7b1,02BEGH0013,E00019898,0,0,0,0,0,0,0,0
02AZGH,00AZGH0030,,7b1,02AZGH0030,E00016329,0,0,0,0,0,0,0,0
02AZGH,00AZGH0032,,7a3,02AZGH0032,E00016331,0,0,0,0,0,0,0,0
02AZGH,00AZGH0038,,7a3,02AZGH0038,E00016337,0,0,0,0,0,0,0,0
02BEGR,00BEGR0004,,7b1,02BEGR0004,E00020213,0,0,0,0,0,0,0,0
02AZGW,00AZGW0033,,7b2,02AZGW0033,E00016911,0,0,0,0,0,0,0,0
02BEGR,00BEGR0005,,7b1,02BEGR0005,E00020214,0,0,0,0,0,0,0,0
02BEGR,00BEGR0009,,7a3,02BEGR0009,E00020218,0,0,0,0,0,0,0,0
02BEGH,00BEGH0014,,7a3,02BEGH0014,E00019899,0,0,0,0,0,0,0,0
02AZGW,00AZGW0035,,7b2,02AZGW0035,E00016913,0,0,0,0,0,0,0,0
02AZGW,00AZGW0036,,7b2,02AZGW0036,E00016914,0,0,0,0,0,0,0,0
02AZGH,00AZGH0010,,7b1,02AZGH0010,E00016309,0,0,0,0,0,0,0,0
02AZGH,00AZGH0026,,7b1,02AZGH0026,E00016325,0,0,0,0,0,0,0,0
02BEGR,00BEGR0036,,7b2,02BEGR0036,E00020245,0,0,0,0,0,0,0,0
02AZGH,00AZGH0012,,7a3,02AZGH0012,E00016311,0,0,0,0,0,0,0,0
02AZGH,00AZGH0027,,7b1,02AZGH0027,E00016326,0,0,0,0,0,0,0,0
02AZGH,00AZGH0040,,6d1,02AZGH0040,E00016339,0,0,0,0,0,0,0,0
02AZGH,00AZGH0039,,7b1,02AZGH0039,E00016338,0,0,0,0,0,0,0,0
02AZGT,00AZGT0035,,7b1,02AZGT0035,E00016812,0,0,0,0,0,0,0,0
02AZGH,00AZGH0041,,7a3,02AZGH0041,E00016340,0,0,0,0,0,0,0,0
02AZGH,00AZGH0042,,7a3,02AZGH0042,E00016341,0,0,0,0,0,0,0,0
02AZGH,00AZGH0037,,7a3,02AZGH0037,E00016336,0,0,0,0,0,0,0,0
02AZGH,00AZGH0035,,7a3,02AZGH0035,E00016334,0,0,0,0,0,0,0,0
02AZGN,00AZGN0001,,7b1,02AZGN0001,E00016542,0,0,0,0,0,0,0,0
02AZGT,00AZGT0009,,7a3,02AZGT0009,E00016786,0,0,0,0,0,0,0,0
02AZGN,00AZGN0015,,7b1,02AZGN0015,E00016556,0,0,0,0,0,0,0,0
02AZGH,00AZGH0036,,7a3,02AZGH0036,E00016335,0,0,0,0,0,0,0,0
02AZGT,00AZGT0044,,7b1,02AZGT0044,E00016821,0,0,0,0,0,0,0,0
02AZGN,00AZGN0014,,7b1,02AZGN0014,E00016555,0,0,0,0,0,0,0,0
02AZGT,00AZGT0008,,7b1,02AZGT0008,E00016785,0,0,0,0,0,0,0,0
02AZGT,00AZGT0007,,7b1,02AZGT0007,E00016784,0,0,0,0,0,0,0,0
02AZGP,00AZGP0012,,7b2,02AZGP0012,E00016595,0,0,0,0,0,0,0,0
02AZGT,00AZGT0045,,7b1,02AZGT0045,E00016822,0,0,0,0,0,0,0,0
02BEGW,00BEGW0036,,7b2,02BEGW0036,E00020410,0,0,0,0,0,0,0,0
02AZGM,00AZGM0024,,7b1,02AZGM0024,E00016516,0,0,0,0,0,0,0,0
02AZGH,00AZGH0028,,7b1,02AZGH0028,E00016327,0,0,0,0,0,0,0,0
02AZGM,00AZGM0021,,7a3,02AZGM0021,E00016513,0,0,0,0,0,0,0,0
02AZGT,00AZGT0047,,7b1,02AZGT0047,E00016824,0,0,0,0,0,0,0,0
02AZGH,00AZGH0031,,7b1,02AZGH0031,E00016330,0,0,0,0,0,0,0,0
02BEGQ,00BEGQ0002,,7b1,02BEGQ0002,E00020177,0,0,0,0,0,0,0,0
02AZGN,00AZGN0012,,7a3,02AZGN0012,E00016553,0,0,0,0,0,0,0,0
02AZGN,00AZGN0010,,7a3,02AZGN0010,E00016551,0,0,0,0,0,0,0,0
02AZGN,00AZGN0008,,7a3,02AZGN0008,E00016549,0,0,0,0,0,0,0,0
02AZGH,00AZGH0029,,7b1,02AZGH0029,E00016328,0,0,0,0,0,0,0,0
02AZGN,00AZGN0011,,7b1,02AZGN0011,E00016552,0,0,0,0,0,0,0,0
02AZGN,00AZGN0013,,7a3,02AZGN0013,E00016554,0,0,0,0,0,0,0,0
02BEGW,00BEGW0004,,7b1,02BEGW0004,E00020378,0,0,0,0,0,0,0,0
02AZGN,00AZGN0006,,7b1,02AZGN0006,E00016547,0,0,0,0,0,0,0,0
02BEGR,00BEGR0031,,2a2,02BEGR0031,E00020240,0,0,0,0,0,0,0,0
02AZGM,00AZGM0023,,7b1,02AZGM0023,E00016515,0,0,0,0,0,0,0,0
02AZGN,00AZGN0005,,7b1,02AZGN0005,E00016546,0,0,0,0,0,0,0,0
02AZGN,00AZGN0007,,7a3,02AZGN0007,E00016548,0,0,0,0,0,0,0,0
02AZGN,00AZGN0009,,7b1,02AZGN0009,E00016550,0,0,0,0,0,0,0,0
02AZGN,00AZGN0042,,7b1,02AZGN0042,E00016583,0,0,0,0,0,0,0,0
02BEGW,00BEGW0038,,7b1,02BEGW0038,E00020412,0,0,0,0,0,0,0,0
02BEGW,00BEGW0035,,7b1,02BEGW0035,E00020409,0,0,0,0,0,0,0,0
02BEGH,00BEGH0016,,2a2,02BEGH0016,E00019901,0,0,0,0,0,0,0,0
02BEGH,00BEGH0015,,7b1,02BEGH0015,E00019900,0,0,0,0,0,0,0,0
02BEGH,00BEGH0017,,7a3,02BEGH0017,E00019902,0,0,0,0,0,0,0,0
02BEGH,00BEGH0019,,7b1,02BEGH0019,E00019904,0,0,0,0,0,0,0,0
02BEGR,00BEGR0032,,7b1,02BEGR0032,E00020241,0,0,0,0,0,0,0,0
02BEGR,00BEGR0008,,2a2,02BEGR0008,E00020217,0,0,0,0,0,0,0,0
02BEGR,00BEGR0034,,2a2,02BEGR0034,E00020243,0,0,0,0,0,0,0,0
02BEGC,00BEGC0019,,7b2,02BEGC0019,E00019703,0,0,0,0,0,0,0,0
02BEGC,00BEGC0003,,7b1,02BEGC0003,E00019687,0,0,0,0,0,0,0,0
02BEGW,00BEGW0018,,7b1,02BEGW0018,E00020392,0,0,0,0,0,0,0,0
02BEGC,00BEGC0011,,7b1,02BEGC0011,E00019695,0,0,0,0,0,0,0,0
02BEGW,00BEGW0034,,7b1,02BEGW0034,E00020408,0,0,0,0,0,0,0,0
02BEGY,00BEGY0009,,7b1,02BEGY0009,E00020464,0,0,0,0,0,0,0,0
02BEGC,00BEGC0034,,7b2,02BEGC0034,E00019718,0,0,0,0,0,0,0,0
02BEGD,00BEGD0007,,7b2,02BEGD0007,E00019728,0,0,0,0,0,0,0,0
02BEGD,00BEGD0037,,7b2,02BEGD0037,E00019758,0,0,0,0,0,0,0,0
02BEGD,00BEGD0043,,7b2,02BEGD0043,E00019764,0,0,0,0,0,0,0,0
02BEGW,00BEGW0029,,7b2,02BEGW0029,E00020403,0,0,0,0,0,0,0,0
02BEGC,00BEGC0010,,7b1,02BEGC0010,E00019694,0,0,0,0,0,0,0,0
02BEGC,00BEGC0027,,7b1,02BEGC0027,E00019711,0,0,0,0,0,0,0,0
02BEGY,00BEGY0015,,7b1,02BEGY0015,E00020470,0,0,0,0,0,0,0,0
02BEGW,00BEGW0017,,7b2,02BEGW0017,E00020391,0,0,0,0,0,0,0,0
02BEGW,00BEGW0025,,7b2,02BEGW0025,E00020399,0,0,0,0,0,0,0,0
02BEGD,00BEGD0015,,7b2,02BEGD0015,E00019736,0,0,0,0,0,0,0,0
02BEGD,00BEGD0042,,7b2,02BEGD0042,E00019763,0,0,0,0,0,0,0,0
02BEGW,00BEGW0020,,7b2,02BEGW0020,E00020394,0,0,0,0,0,0,0,0
02BEGW,00BEGW0021,,7b2,02BEGW0021,E00020395,0,0,0,0,0,0,0,0
02BEGW,00BEGW0033,,7b1,02BEGW0033,E00020407,0,0,0,0,0,0,0,0
02BEGW,00BEGW0014,,7b1,02BEGW0014,E00020388,0,0,0,0,0,0,0,0
02BEGW,00BEGW0030,,7b2,02BEGW0030,E00020404,0,0,0,0,0,0,0,0
02BEGW,00BEGW0019,,7b1,02BEGW0019,E00020393,0,0,0,0,0,0,0,0
02BEGW,00BEGW0016,,7b1,02BEGW0016,E00020390,0,0,0,0,0,0,0,0
02BGFY,00BGFY0042,,7b1,02BGFY0042,E00021259,0,0,0,0,0,0,0,0
02BEGW,00BEGW0028,,7b1,02BEGW0028,E00020402,0,0,0,0,0,0,0,0
02BEGP,00BEGP0007,,7b1,02BEGP0007,E00020146,0,0,0,0,0,0,0,0
02BEGW,00BEGW0011,,2a2,02BEGW0011,E00020385,0,0,0,0,0,0,0,0
02BEGW,00BEGW0012,,7b1,02BEGW0012,E00020386,0,0,0,0,0,0,0,0
02BGFY,00BGFY0012,,7b2,02BGFY0012,E00021229,0,0,0,0,0,0,0,0
02BEGW,00BEGW0015,,7a3,02BEGW0015,E00020389,0,0,0,0,0,0,0,0
02BEGC,00BEGC0018,,7b2,02BEGC0018,E00019702,0,0,0,0,0,0,0,0
02BEGW,00BEGW0005,,7b1,02BEGW0005,E00020379,0,0,0,0,0,0,0,0
02BEGW,00BEGW0007,,7b1,02BEGW0007,E00020381,0,0,0,0,0,0,0,0
02BEGW,00BEGW0003,,7b1,02BEGW0003,E00020377,0,0,0,0,0,0,0,0
02BEGP,00BEGP0036,,7b1,02BEGP0036,E00020175,0,0,0,0,0,0,0,0
02BEGC,00BEGC0025,,7b2,02BEGC0025,E00019709,0,0,0,0,0,0,0,0
02BEGC,00BEGC0015,,7b1,02BEGC0015,E00019699,0,0,0,0,0,0,0,0
02BEGC,00BEGC0005,,7b1,02BEGC0005,E00019689,0,0,0,0,0,0,0,0
02BEGW,00BEGW0013,,2a2,02BEGW0013,E00020387,0,0,0,0,0,0,0,0
02BEGC,00BEGC0004,,7b2,02BEGC0004,E00019688,0,0,0,0,0,0,0,0
02BEGC,00BEGC0020,,7b2,02BEGC0020,E00019704,0,0,0,0,0,0,0,0
02BEGW,00BEGW0008,,7b1,02BEGW0008,E00020382,0,0,0,0,0,0,0,0
02BEGY,00BEGY0003,,7b1,02BEGY0003,E00020458,0,0,0,0,0,0,0,0
02BEGW,00BEGW0010,,7b1,02BEGW0010,E00020384,0,0,0,0,0,0,0,0
02BEGY,00BEGY0036,,7b1,02BEGY0036,E00020491,0,0,0,0,0,0,0,0
02ALHB,00ALHB0037,,7a3,02ALHB0037,E00008314,0,0,0,0,0,0,0,0
02BEGY,00BEGY0040,,7b1,02BEGY0040,E00020495,0,0,0,0,0,0,0,0
02BEGY,00BEGY0039,,7b1,02BEGY0039,E00020494,0,0,0,0,0,0,0,0
02BEGY,00BEGY0028,,7b1,02BEGY0028,E00020483,0,0,0,0,0,0,0,0
02BEGY,00BEGY0030,,7b1,02BEGY0030,E00020485,0,0,0,0,0,0,0,0
02BEGY,00BEGY0041,,7b1,02BEGY0041,E00020496,0,0,0,0,0,0,0,0
02BEGC,00BEGC0017,,7b1,02BEGC0017,E00019701,0,0,0,0,0,0,0,0
02BEGY,00BEGY0026,,7b1,02BEGY0026,E00020481,0,0,0,0,0,0,0,0
02BEGC,00BEGC0036,,7b2,02BEGC0036,E00019720,0,0,0,0,0,0,0,0
02BEGY,00BEGY0006,,7b1,02BEGY0006,E00020461,0,0,0,0,0,0,0,0
02BEGR,00BEGR0030,,2a2,02BEGR0030,E00020239,0,0,0,0,0,0,0,0
02BEGY,00BEGY0014,,2a2,02BEGY0014,E00020469,0,0,0,0,0,0,0,0
02BEGY,00BEGY0017,,7b1,02BEGY0017,E00020472,0,0,0,0,0,0,0,0
02BEGY,00BEGY0013,,7b1,02BEGY0013,E00020468,0,0,0,0,0,0,0,0
02BEGY,00BEGY0016,,7b1,02BEGY0016,E00020471,0,0,0,0,0,0,0,0
02AMGQ,00AMGQ0016,,7b2,02AMGQ0016,E00009060,0,0,0,0,0,0,0,0
02BEGY,00BEGY0011,,7b2,02BEGY0011,E00020466,0,0,0,0,0,0,0,0
02BEGY,00BEGY0042,,7b1,02BEGY0042,E00020497,0,0,0,0,0,0,0,0
02BEGC,00BEGC0012,,7b1,02BEGC0012,E00019696,0,0,0,0,0,0,0,0
02BEGY,00BEGY0010,,7b2,02BEGY0010,E00020465,0,0,0,0,0,0,0,0
02BEGR,00BEGR0001,,7b1,02BEGR0001,E00020210,0,0,0,0,0,0,0,0
02BEGP,00BEGP0009,,7b1,02BEGP0009,E00020148,0,0,0,0,0,0,0,0
02BBGB,00BBGB0035,,7b1,02BBGB0035,E00017637,0,0,0,0,0,0,0,0
02BEGR,00BEGR0025,,7b1,02BEGR0025,E00020234,0,0,0,0,0,0,0,0
02BEGR,00BEGR0027,,7b1,02BEGR0027,E00020236,0,0,0,0,0,0,0,0
02BEGR,00BEGR0033,,7b1,02BEGR0033,E00020242,0,0,0,0,0,0,0,0
02BEGY,00BEGY0033,,7b1,02BEGY0033,E00020488,0,0,0,0,0,0,0,0
02BEGY,00BEGY0012,,7b1,02BEGY0012,E00020467,0,0,0,0,0,0,0,0
02BGGH,00BGGH0011,,7b1,02BGGH0011,E00021568,0,0,0,0,0,0,0,0
02BEGC,00BEGC0013,,7b1,02BEGC0013,E00019697,0,0,0,0,0,0,0,0
02BEGY,00BEGY0038,,7b1,02BEGY0038,E00020493,0,0,0,0,0,0,0,0
02BEGR,00BEGR0028,,7b1,02BEGR0028,E00020237,0,0,0,0,0,0,0,0
02BEGY,00BEGY0005,,7b1,02BEGY0005,E00020460,0,0,0,0,0,0,0,0
02BEGY,00BEGY0002,,7b1,02BEGY0002,E00020457,0,0,0,0,0,0,0,0
02BEGY,00BEGY0029,,7b1,02BEGY0029,E00020484,0,0,0,0,0,0,0,0
02BEGY,00BEGY0031,,7b1,02BEGY0031,E00020486,0,0,0,0,0,0,0,0
02BEGY,00BEGY0027,,7b1,02BEGY0027,E00020482,0,0,0,0,0,0,0,0
02BEGY,00BEGY0025,,7b1,02BEGY0025,E00020480,0,0,0,0,0,0,0,0
02BEGP,00BEGP0028,,7b1,02BEGP0028,E00020167,0,0,0,0,0,0,0,0
02BEGY,00BEGY0032,,7b1,02BEGY0032,E00020487,0,0,0,0,0,0,0,0
02BEGY,00BEGY0007,,7b1,02BEGY0007,E00020462,0,0,0,0,0,0,0,0
02BEGP,00BEGP0033,,7b1,02BEGP0033,E00020172,0,0,0,0,0,0,0,0
02BEGY,00BEGY0008,,7b1,02BEGY0008,E00020463,0,0,0,0,0,0,0,0
02BEGP,00BEGP0031,,7b1,02BEGP0031,E00020170,0,0,0,0,0,0,0,0
02BEGP,00BEGP0026,,7b1,02BEGP0026,E00020165,0,0,0,0,0,0,0,0
02BEGP,00BEGP0029,,7b1,02BEGP0029,E00020168,0,0,0,0,0,0,0,0
02BEGP,00BEGP0006,,7b1,02BEGP0006,E00020145,0,0,0,0,0,0,0,0
02BEGP,00BEGP0027,,7b1,02BEGP0027,E00020166,0,0,0,0,0,0,0,0
02BEGY,00BEGY0037,,7b2,02BEGY0037,E00020492,0,0,0,0,0,0,0,0
02BEGC,00BEGC0016,,7b1,02BEGC0016,E00019700,0,0,0,0,0,0,0,0
02BEGC,00BEGC0001,,7b1,02BEGC0001,E00019685,0,0,0,0,0,0,0,0
02BBGD,00BBGD0033,,7b2,02BBGD0033,E00017713,0,0,0,0,0,0,0,0
02AZGR,00AZGR0009,,7b1,02AZGR0009,E00016683,0,0,0,0,0,0,0,0
02BEGC,00BEGC0007,,7b1,02BEGC0007,E00019691,0,0,0,0,0,0,0,0
02BEGC,00BEGC0008,,7b1,02BEGC0008,E00019692,0,0,0,0,0,0,0,0
02BEGC,00BEGC0031,,7b2,02BEGC0031,E00019715,0,0,0,0,0,0,0,0
02BEGC,00BEGC0037,,7b2,02BEGC0037,E00019721,0,0,0,0,0,0,0,0
02BEGC,00BEGC0032,,7b2,02BEGC0032,E00019716,0,0,0,0,0,0,0,0
02BEGC,00BEGC0006,,7b1,02BEGC0006,E00019690,0,0,0,0,0,0,0,0
02BEGQ,00BEGQ0027,,7b1,02BEGQ0027,E00020202,0,0,0,0,0,0,0,0
02BEGC,00BEGC0002,,7b1,02BEGC0002,E00019686,0,0,0,0,0,0,0,0
