wa_label,ons_label,name,subgroup,OA_2001,OA_2001_new,IN250,OUT250,IN500,OUT500,IN750,OUT750,IN1000,OUT1000
02AJGN,00AJGN0041,,7a2,02AJGN0041,E00006440,0,0,0,0,0,0,0,0
02BJGC,00BJGC0006,,2a2,02BJGC0006,E00022631,0,0,0,0,0,0,0,0
02AJGN,00AJGN0001,,7a2,02AJGN0001,E00006400,0,0,0,0,0,0,0,0
02AJGN,00AJGN0032,,7a2,02AJGN0032,E00006431,0,0,0,0,0,0,0,0
02AJGN,00AJGN0007,,7a2,02AJGN0007,E00006406,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0024,,2b2,02AJGQ0024,E00006497,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0033,,2b2,02AJGQ0033,E00006506,0,0,0,0,0,0,0,0
02AJGN,00AJGN0030,,7a2,02AJGN0030,E00006429,0,0,0,0,0,0,0,0
02AJGN,00AJGN0038,,7b1,02AJGN0038,E00006437,0,0,0,0,0,0,0,0
02AJGD,00AJGD0014,,2b2,02AJGD0014,E00006024,0,0,0,0,0,0,0,0
02AJGD,00AJGD0007,,4d1,02AJGD0007,E00006017,0,0,0,0,0,0,0,0
02AJGD,00AJGD0013,,7a3,02AJGD0013,E00006023,0,0,0,0,0,0,0,0
02AJGD,00AJGD0019,,7b2,02AJGD0019,E00006029,0,0,0,0,0,0,0,0
02AJGN,00AJGN0002,,7b1,02AJGN0002,E00006401,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0002,,2a2,02AJGQ0002,E00006475,0,0,0,0,0,0,0,0
02AJGN,00AJGN0027,,7b2,02AJGN0027,E00006426,0,0,0,0,0,0,0,0
02AJGD,00AJGD0036,,7b1,02AJGD0036,E00006046,0,0,0,0,0,0,0,0
02AJGD,00AJGD0038,,7b2,02AJGD0038,E00006048,0,0,0,0,0,0,0,0
02AJGD,00AJGD0043,,7a3,02AJGD0043,E00006053,0,0,0,0,0,0,0,0
02AJGD,00AJGD0016,,2b1,02AJGD0016,E00006026,0,0,0,0,0,0,0,0
02AJGD,00AJGD0042,,2b2,02AJGD0042,E00006052,0,0,0,0,0,0,0,0
02AJGD,00AJGD0044,,2b2,02AJGD0044,E00006054,0,0,0,0,0,0,0,0
02AJGD,00AJGD0015,,2b2,02AJGD0015,E00006025,0,0,0,0,0,0,0,0
02AJGD,00AJGD0046,,2b2,02AJGD0046,E00006056,0,0,0,0,0,0,0,0
02AJGD,00AJGD0039,,7a3,02AJGD0039,E00006049,0,0,0,0,0,0,0,0
02AJGD,00AJGD0004,,7b1,02AJGD0004,E00006014,0,0,0,0,0,0,0,0
02AJGF,00AJGF0045,,7b1,02AJGF0045,E00006135,0,0,0,0,0,0,0,0
02AJGD,00AJGD0005,,2b2,02AJGD0005,E00006015,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0009,,7a2,02ATFZ0009,E00012754,0,0,0,0,0,0,0,0
02AJGD,00AJGD0011,,2b2,02AJGD0011,E00006021,0,0,0,0,0,0,0,0
02AJGD,00AJGD0009,,2b2,02AJGD0009,E00006019,0,0,0,0,0,0,0,0
02ATGB,00ATGB0023,,2b2,02ATGB0023,E00012841,0,0,0,0,0,0,0,0
02ATGB,00ATGB0012,,2a2,02ATGB0012,E00012830,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0027,,6c1,02ATFZ0027,E00012772,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0026,,7b2,02ATFZ0026,E00012771,0,0,0,0,0,0,0,0
02BDGE,00BDGE0029,,6d1,02BDGE0029,E00019364,0,0,0,0,0,0,0,0
02ATGB,00ATGB0014,,7a3,02ATGB0014,E00012832,0,0,0,0,0,0,0,0
02ATGB,00ATGB0015,,2b2,02ATGB0015,E00012833,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0010,,7a3,02ATFZ0010,E00012755,0,0,0,0,0,0,0,0
02BKGP,00BKGP0037,,2a2,02BKGP0037,E00023916,0,0,0,1,0,1,0,1
02ATFZ,00ATFZ0012,,7a3,02ATFZ0012,E00012757,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0005,,7a2,02ATFZ0005,E00012750,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0027,,2b2,02AJGQ0027,E00006500,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0036,,2b2,02ATFZ0036,E00012781,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0032,,7a3,02AJGQ0032,E00006505,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0020,,2b2,02AJGQ0020,E00006493,0,0,0,0,0,0,0,0
02AJHB,00AJHB0019,,2b2,02AJHB0019,E00006885,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0005,,2b2,02AJGQ0005,E00006478,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0040,,7a3,02AJGQ0040,E00006513,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0022,,2b2,02ATFZ0022,E00012767,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0010,,7a3,02AJGQ0010,E00006483,0,0,0,0,0,0,0,0
02AJHB,00AJHB0004,,7a3,02AJHB0004,E00006870,0,0,0,0,0,0,0,0
02AJHB,00AJHB0041,,2b2,02AJHB0041,E00006907,0,0,0,0,0,0,0,0
02AJHB,00AJHB0010,,2b2,02AJHB0010,E00006876,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0006,,7b2,02ATFZ0006,E00012751,0,0,0,0,0,0,0,0
02BKGE,00BKGE0018,,7b2,02BKGE0018,E00023580,0,0,0,0,0,1,0,1
02ATFZ,00ATFZ0002,,7b1,02ATFZ0002,E00012747,0,0,0,0,0,0,0,0
02BJGK,00BJGK0001,,2b2,02BJGK0001,E00022952,0,0,0,0,0,0,0,0
02AWGP,00AWGP0029,,2b2,02AWGP0029,E00014609,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0018,,7a2,02ATFZ0018,E00012763,0,0,0,0,0,0,0,0
02AWGP,00AWGP0016,,2b1,02AWGP0016,E00014596,0,0,0,0,0,0,0,0
02BJGK,00BJGK0020,,2a2,02BJGK0020,E00022971,0,0,0,0,0,0,0,0
02BJGK,00BJGK0021,,7b2,02BJGK0021,E00022972,0,0,0,0,0,0,0,0
02BJGK,00BJGK0023,,2a2,02BJGK0023,E00022974,0,1,0,1,0,1,0,1
02ATFZ,00ATFZ0019,,7b1,02ATFZ0019,E00012764,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0023,,7b2,02ATFZ0023,E00012768,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0020,,7b2,02ATFZ0020,E00012765,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0017,,2a2,02AJGQ0017,E00006490,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0008,,7a2,02ATFZ0008,E00012753,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0031,,7b2,02ATFZ0031,E00012776,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0035,,7b1,02ATFZ0035,E00012780,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0019,,7b1,02AJGQ0019,E00006492,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0022,,2a2,02AJGQ0022,E00006495,0,0,0,0,0,0,0,0
02ATGT,00ATGT0028,,2a2,02ATGT0028,E00013371,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0030,,7b1,02ATFZ0030,E00012775,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0017,,7b2,02ATFZ0017,E00012762,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0013,,2a2,02ATFZ0013,E00012758,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0029,,7a3,02ATFZ0029,E00012774,0,0,0,0,0,0,0,0
02ATFZ,00ATFZ0016,,7a2,02ATFZ0016,E00012761,0,0,0,0,0,0,0,0
02ATGB,00ATGB0037,,2b2,02ATGB0037,E00012855,0,0,0,0,0,0,0,0
02ATGB,00ATGB0007,,7b1,02ATGB0007,E00012825,0,0,0,0,0,0,0,0
02ATGB,00ATGB0010,,7b1,02ATGB0010,E00012828,0,0,0,0,0,0,0,0
02ATGB,00ATGB0006,,7b1,02ATGB0006,E00012824,0,0,0,0,0,0,0,0
02ATGB,00ATGB0016,,7b1,02ATGB0016,E00012834,0,0,0,0,0,0,0,0
02ATGB,00ATGB0036,,7b1,02ATGB0036,E00012854,0,0,0,0,0,0,0,0
02ATGB,00ATGB0022,,7b1,02ATGB0022,E00012840,0,0,0,0,0,0,0,0
02ATGB,00ATGB0008,,7b1,02ATGB0008,E00012826,0,0,0,0,0,0,0,0
02ATGB,00ATGB0020,,2b2,02ATGB0020,E00012838,0,0,0,0,0,0,0,0
02ATGB,00ATGB0038,,2a2,02ATGB0038,E00012856,0,0,0,0,0,0,0,0
02ATGB,00ATGB0009,,2b2,02ATGB0009,E00012827,0,0,0,0,0,0,0,0
02ATGB,00ATGB0039,,2b2,02ATGB0039,E00012857,0,0,0,0,0,0,0,0
02ATGB,00ATGB0017,,2b2,02ATGB0017,E00012835,0,0,0,0,0,0,0,0
02ATGT,00ATGT0021,,2b2,02ATGT0021,E00013364,0,0,0,0,0,0,0,0
02ATGT,00ATGT0018,,7b2,02ATGT0018,E00013361,0,0,0,0,0,0,0,0
02ATGT,00ATGT0015,,2b2,02ATGT0015,E00013358,0,0,0,0,0,0,0,0
02ATGT,00ATGT0029,,2b2,02ATGT0029,E00013372,0,0,0,0,0,0,0,0
02ATGA,00ATGA0003,,7b1,02ATGA0003,E00012785,0,0,0,0,0,0,0,0
02ATGT,00ATGT0036,,7a3,02ATGT0036,E00013379,0,0,0,0,0,0,0,0
02ATGT,00ATGT0007,,2a2,02ATGT0007,E00013350,0,0,0,0,0,0,0,0
02ATGT,00ATGT0040,,7a3,02ATGT0040,E00013383,0,0,0,0,0,0,0,0
02ATGT,00ATGT0014,,2a1,02ATGT0014,E00013357,0,0,0,0,0,0,0,0
02ATGT,00ATGT0008,,2b2,02ATGT0008,E00013351,0,0,0,0,0,0,0,0
02AJGG,00AJGG0021,,7b1,02AJGG0021,E00006156,0,0,0,0,0,0,0,0
02AJGQ,00AJGQ0015,,2a2,02AJGQ0015,E00006488,0,0,0,0,0,0,0,0
02AJGG,00AJGG0019,,7a3,02AJGG0019,E00006154,0,0,0,0,0,0,0,0
02AJGG,00AJGG0007,,7a2,02AJGG0007,E00006142,0,0,0,0,0,0,0,0
02AJGG,00AJGG0024,,2b2,02AJGG0024,E00006159,0,0,0,0,0,0,0,0
02AJGG,00AJGG0025,,7b1,02AJGG0025,E00006160,0,0,0,0,0,0,0,0
02AJGG,00AJGG0026,,7a2,02AJGG0026,E00006161,0,0,0,0,0,0,0,0
02AJGG,00AJGG0004,,7b1,02AJGG0004,E00006139,0,0,0,0,0,0,0,0
02AJGG,00AJGG0006,,7a2,02AJGG0006,E00006141,0,0,0,0,0,0,0,0
02AJGG,00AJGG0027,,7a3,02AJGG0027,E00006162,0,0,0,0,0,0,0,0
02AJGG,00AJGG0022,,4d1,02AJGG0022,E00006157,0,0,0,0,0,0,0,0
02AJGG,00AJGG0009,,7a3,02AJGG0009,E00006144,0,0,0,0,0,0,0,0
02AJGG,00AJGG0023,,7b1,02AJGG0023,E00006158,0,0,0,0,0,0,0,0
02AJGG,00AJGG0005,,7b1,02AJGG0005,E00006140,0,0,0,0,0,0,0,0
02AJGG,00AJGG0016,,7a3,02AJGG0016,E00006151,0,0,0,0,0,0,0,0
02AJGG,00AJGG0018,,2a2,02AJGG0018,E00006153,0,0,0,0,0,0,0,0
02AJGG,00AJGG0045,,2b2,02AJGG0045,E00006180,0,0,0,0,0,0,0,0
02AJGG,00AJGG0008,,7a3,02AJGG0008,E00006143,0,0,0,0,0,0,0,0
02AJGG,00AJGG0013,,7b1,02AJGG0013,E00006148,0,0,0,0,0,0,0,0
02AJGG,00AJGG0020,,2b2,02AJGG0020,E00006155,0,0,0,0,0,0,0,0
02AJGG,00AJGG0015,,4d1,02AJGG0015,E00006150,0,0,0,0,0,0,0,0
02AJGG,00AJGG0010,,7a2,02AJGG0010,E00006145,0,0,0,0,0,0,0,0
02ANGM,00ANGM0022,,7b2,02ANGM0022,E00009665,0,0,0,0,0,0,0,0
02AJGX,00AJGX0038,,7a3,02AJGX0038,E00006750,0,0,0,0,0,0,0,0
02AJGG,00AJGG0011,,4d1,02AJGG0011,E00006146,0,0,0,0,0,0,0,0
02ATGT,00ATGT0035,,7a3,02ATGT0035,E00013378,0,0,0,0,0,0,0,0
02AJGG,00AJGG0014,,4d1,02AJGG0014,E00006149,0,0,0,0,0,0,0,0
02ATGT,00ATGT0032,,2b2,02ATGT0032,E00013375,0,0,0,0,0,0,0,0
02ATGT,00ATGT0033,,7a3,02ATGT0033,E00013376,0,0,0,0,0,0,0,0
02AJGG,00AJGG0017,,2b2,02AJGG0017,E00006152,0,0,0,0,0,0,0,0
02AJGX,00AJGX0022,,7b2,02AJGX0022,E00006734,0,0,0,0,0,0,0,0
02AJGX,00AJGX0019,,7b2,02AJGX0019,E00006731,0,0,0,0,0,0,0,0
02AJGX,00AJGX0002,,7b2,02AJGX0002,E00006714,0,0,0,0,0,0,0,0
02AJGX,00AJGX0041,,2b2,02AJGX0041,E00006753,0,0,0,0,0,0,0,0
02AJGX,00AJGX0013,,2b2,02AJGX0013,E00006725,0,0,0,0,0,0,0,0
02AJGX,00AJGX0045,,7b1,02AJGX0045,E00006757,0,0,0,0,0,0,0,0
02AJGX,00AJGX0047,,7b1,02AJGX0047,E00006759,0,0,0,0,0,0,0,0
02ATGB,00ATGB0005,,2b1,02ATGB0005,E00012823,0,0,0,0,0,0,0,0
02BDFW,00BDFW0020,,4d1,02BDFW0020,E00019096,0,0,0,0,0,0,0,0
02ATGA,00ATGA0005,,2b2,02ATGA0005,E00012787,0,0,0,0,0,0,0,0
02BDFW,00BDFW0009,,7a2,02BDFW0009,E00019085,0,0,0,0,0,0,0,0
02BDFW,00BDFW0001,,7a2,02BDFW0001,E00019077,0,0,0,0,0,0,0,0
02ATGB,00ATGB0018,,7a3,02ATGB0018,E00012836,0,0,0,0,0,0,0,0
02ATGB,00ATGB0019,,2b2,02ATGB0019,E00012837,0,0,0,0,0,0,0,0
02ATGA,00ATGA0001,,2b2,02ATGA0001,E00012783,0,0,0,0,0,0,0,0
02ATGT,00ATGT0034,,2a2,02ATGT0034,E00013377,0,0,0,0,0,0,0,0
02ATGA,00ATGA0006,,2b2,02ATGA0006,E00012788,0,0,0,0,0,0,0,0
02ATGA,00ATGA0004,,2b2,02ATGA0004,E00012786,0,0,0,0,0,0,0,0
02AJHA,00AJHA0036,,2b2,02AJHA0036,E00006855,0,0,0,0,0,0,0,0
02ATGB,00ATGB0013,,2b2,02ATGB0013,E00012831,0,0,0,0,0,0,0,0
02ATGT,00ATGT0001,,2b2,02ATGT0001,E00013344,0,0,0,0,0,0,0,0
02AJHA,00AJHA0038,,2b2,02AJHA0038,E00006857,0,0,0,0,0,0,0,0
02AJGX,00AJGX0025,,7b2,02AJGX0025,E00006737,0,0,0,0,0,0,0,0
02AJHA,00AJHA0002,,2b2,02AJHA0002,E00006821,0,0,0,0,0,0,0,0
02AJGX,00AJGX0017,,7b2,02AJGX0017,E00006729,0,0,0,0,0,0,0,0
02AJGX,00AJGX0024,,7b2,02AJGX0024,E00006736,0,0,0,0,0,0,0,0
02AJGX,00AJGX0016,,7b2,02AJGX0016,E00006728,0,0,0,0,0,0,0,0
02AJGX,00AJGX0042,,7b1,02AJGX0042,E00006754,0,0,0,0,0,0,0,0
02AJGX,00AJGX0021,,7b2,02AJGX0021,E00006733,0,0,0,0,0,0,0,0
02AJHA,00AJHA0029,,7a3,02AJHA0029,E00006848,0,0,0,0,0,0,0,0
02AJGX,00AJGX0014,,7b1,02AJGX0014,E00006726,0,0,0,0,0,0,0,0
02AJGX,00AJGX0040,,7a3,02AJGX0040,E00006752,0,0,0,0,0,0,0,0
02AJGX,00AJGX0046,,7b2,02AJGX0046,E00006758,0,0,0,0,0,0,0,0
02ATGT,00ATGT0019,,2b2,02ATGT0019,E00013362,0,0,0,0,0,0,0,0
02AJHA,00AJHA0011,,2b2,02AJHA0011,E00006830,0,0,0,0,0,0,0,0
02ATGT,00ATGT0022,,7b2,02ATGT0022,E00013365,0,0,0,0,0,0,0,0
02ATGT,00ATGT0003,,2b1,02ATGT0003,E00013346,0,0,0,0,0,0,0,0
02ATGT,00ATGT0031,,2b2,02ATGT0031,E00013374,0,0,0,0,0,0,0,0
02ATGT,00ATGT0004,,2a1,02ATGT0004,E00013347,0,0,0,0,0,0,0,0
02ATGT,00ATGT0027,,2b2,02ATGT0027,E00013370,0,0,0,0,0,0,0,0
02ATGT,00ATGT0013,,2b2,02ATGT0013,E00013356,0,0,0,0,0,0,0,0
02ATGT,00ATGT0020,,2a2,02ATGT0020,E00013363,0,0,0,0,0,0,0,0
02ATGT,00ATGT0017,,2a2,02ATGT0017,E00013360,0,0,0,0,0,0,0,0
02AJHA,00AJHA0034,,2b2,02AJHA0034,E00006853,0,0,0,0,0,0,0,0
02ATGT,00ATGT0025,,2b2,02ATGT0025,E00013368,0,0,0,0,0,0,0,0
02ATGT,00ATGT0011,,7a3,02ATGT0011,E00013354,0,0,0,0,0,0,0,0
02ATGT,00ATGT0026,,2b2,02ATGT0026,E00013369,0,0,0,0,0,0,0,0
02ATGT,00ATGT0010,,2b2,02ATGT0010,E00013353,0,0,0,0,0,0,0,0
02ATGT,00ATGT0030,,7b2,02ATGT0030,E00013373,0,0,0,0,0,0,0,0
02ATGA,00ATGA0034,,7a3,02ATGA0034,E00012816,0,0,0,0,0,0,0,0
02ATGT,00ATGT0041,,2a2,02ATGT0041,E00013384,0,0,0,0,0,0,0,0
02ATGT,00ATGT0023,,7a3,02ATGT0023,E00013366,0,0,0,0,0,0,0,0
02ATGT,00ATGT0024,,7b1,02ATGT0024,E00013367,0,0,0,0,0,0,0,0
02ATGT,00ATGT0016,,2b2,02ATGT0016,E00013359,0,0,0,0,0,0,0,0
02ATGT,00ATGT0012,,2a2,02ATGT0012,E00013355,0,0,0,0,0,0,0,0
02ATGT,00ATGT0039,,7b1,02ATGT0039,E00013382,0,0,0,0,0,0,0,0
02AJHA,00AJHA0040,,2b2,02AJHA0040,E00006859,0,0,0,0,0,0,0,0
02AJHA,00AJHA0041,,2b2,02AJHA0041,E00006860,0,0,0,0,0,0,0,0
02ANGM,00ANGM0023,,2a2,02ANGM0023,E00009666,0,0,0,0,0,0,0,0
02ATGA,00ATGA0027,,2b2,02ATGA0027,E00012809,0,0,0,0,0,0,0,0
02AJHA,00AJHA0033,,2b2,02AJHA0033,E00006852,0,0,0,0,0,0,0,0
02ANGM,00ANGM0024,,2a2,02ANGM0024,E00009667,0,0,0,0,0,0,0,0
02ATGT,00ATGT0006,,2a2,02ATGT0006,E00013349,0,0,0,0,0,0,0,0
02ATGT,00ATGT0009,,2a2,02ATGT0009,E00013352,0,0,0,0,0,0,0,0
02ATGT,00ATGT0037,,2b2,02ATGT0037,E00013380,0,0,0,0,0,0,0,0
02ATGA,00ATGA0021,,2b2,02ATGA0021,E00012803,0,0,0,0,0,0,0,0
02ATGA,00ATGA0026,,2b2,02ATGA0026,E00012808,0,0,0,0,0,0,0,0
02AJHA,00AJHA0003,,2b1,02AJHA0003,E00006822,0,0,0,0,0,0,0,0
02ATGA,00ATGA0031,,7b1,02ATGA0031,E00012813,0,0,0,0,0,0,0,0
02ATGT,00ATGT0005,,2a1,02ATGT0005,E00013348,0,0,0,0,0,0,0,0
02ANGM,00ANGM0016,,7b2,02ANGM0016,E00009659,0,0,0,0,0,0,0,0
02AJHA,00AJHA0028,,2b2,02AJHA0028,E00006847,0,0,0,0,0,0,0,0
02AJHA,00AJHA0020,,2b2,02AJHA0020,E00006839,0,0,0,0,0,0,0,0
02ATGT,00ATGT0038,,2b2,02ATGT0038,E00013381,0,0,0,0,0,0,0,0
02AJHA,00AJHA0032,,7b1,02AJHA0032,E00006851,0,0,0,0,0,0,0,0
02ATGA,00ATGA0035,,2b2,02ATGA0035,E00012817,0,0,0,0,0,0,0,0
02ATGA,00ATGA0022,,2b2,02ATGA0022,E00012804,0,0,0,0,0,0,0,0
02ATGA,00ATGA0024,,2b2,02ATGA0024,E00012806,0,0,0,0,0,0,0,0
02ATGA,00ATGA0036,,7a3,02ATGA0036,E00012818,0,0,0,0,0,0,0,0
02ATGA,00ATGA0002,,2b2,02ATGA0002,E00012784,0,0,0,0,0,0,0,0
02ATGA,00ATGA0032,,2b2,02ATGA0032,E00012814,0,0,0,0,0,0,0,0
02ANGM,00ANGM0017,,2a2,02ANGM0017,E00009660,0,0,0,0,0,0,0,0
02ATGA,00ATGA0033,,2b2,02ATGA0033,E00012815,0,0,0,0,0,0,0,0
02ANGM,00ANGM0029,,2b2,02ANGM0029,E00009672,0,0,0,0,0,0,0,0
02ANGM,00ANGM0030,,2b2,02ANGM0030,E00009673,0,0,0,0,0,0,0,0
02ATGA,00ATGA0030,,2b2,02ATGA0030,E00012812,0,0,0,0,0,0,0,0
02ATGA,00ATGA0017,,2b2,02ATGA0017,E00012799,0,0,0,0,0,0,0,0
02ATGA,00ATGA0029,,2b2,02ATGA0029,E00012811,0,0,0,0,0,0,0,0
02ATGA,00ATGA0028,,2b2,02ATGA0028,E00012810,0,0,0,0,0,0,0,0
02ATGA,00ATGA0023,,2b2,02ATGA0023,E00012805,0,0,0,0,0,0,0,0
02ATGA,00ATGA0025,,2b2,02ATGA0025,E00012807,0,0,0,0,0,0,0,0
02ANGM,00ANGM0028,,2b2,02ANGM0028,E00009671,0,0,0,0,0,0,0,0
02ATGA,00ATGA0020,,7b1,02ATGA0020,E00012802,0,0,0,0,0,0,0,0
02ANGM,00ANGM0027,,7b1,02ANGM0027,E00009670,0,0,0,0,0,0,0,0
02ANGM,00ANGM0015,,2a2,02ANGM0015,E00009658,0,0,0,0,0,0,0,0
02ANGM,00ANGM0025,,7b1,02ANGM0025,E00009668,0,0,0,0,0,0,0,0
02AJHA,00AJHA0026,,2a2,02AJHA0026,E00006845,0,0,0,0,0,0,0,0
02AJHA,00AJHA0030,,7b1,02AJHA0030,E00006849,0,0,0,0,0,0,0,0
02AJHA,00AJHA0024,,7a3,02AJHA0024,E00006843,0,0,0,0,0,0,0,0
02AJHA,00AJHA0042,,2a2,02AJHA0042,E00006861,0,0,0,0,0,0,0,0
02AJHA,00AJHA0008,,2a2,02AJHA0008,E00006827,0,0,0,0,0,0,0,0
02AJGX,00AJGX0008,,7b1,02AJGX0008,E00006720,0,0,0,0,0,0,0,0
02AJHA,00AJHA0006,,7a3,02AJHA0006,E00006825,0,0,0,0,0,0,0,0
02AJHA,00AJHA0037,,2b2,02AJHA0037,E00006856,0,0,0,0,0,0,0,0
02AJHA,00AJHA0035,,7b1,02AJHA0035,E00006854,0,0,0,0,0,0,0,0
02BJGC,00BJGC0002,,2a2,02BJGC0002,E00022627,0,0,0,0,0,0,0,0
02AJHA,00AJHA0039,,2b2,02AJHA0039,E00006858,0,0,0,0,0,0,0,0
02AJHA,00AJHA0018,,7b1,02AJHA0018,E00006837,0,0,0,0,0,0,0,0
02AJHA,00AJHA0013,,7b1,02AJHA0013,E00006832,0,0,0,0,0,0,0,0
02AJHA,00AJHA0019,,7a3,02AJHA0019,E00006838,0,0,0,0,0,0,0,0
02AJHA,00AJHA0007,,7b1,02AJHA0007,E00006826,0,0,0,0,0,0,0,0
02AJHA,00AJHA0047,,2b2,02AJHA0047,E00006866,0,0,0,0,0,0,0,0
02AJHA,00AJHA0027,,2b2,02AJHA0027,E00006846,0,0,0,0,0,0,0,0
02AJHA,00AJHA0014,,7a3,02AJHA0014,E00006833,0,0,0,0,0,0,0,0
02BJGC,00BJGC0049,,2a2,02BJGC0049,E00022674,0,0,0,0,0,0,0,0
02AJHA,00AJHA0017,,2b2,02AJHA0017,E00006836,0,0,0,0,0,0,0,0
02AJHA,00AJHA0016,,7a3,02AJHA0016,E00006835,0,0,0,0,0,0,0,0
02AJHA,00AJHA0021,,6d1,02AJHA0021,E00006840,0,0,0,0,0,0,0,0
02AJHA,00AJHA0022,,2b2,02AJHA0022,E00006841,0,0,0,0,0,0,0,0
02AJHA,00AJHA0023,,6d1,02AJHA0023,E00006842,0,0,0,0,0,0,0,0
02AJHA,00AJHA0001,,2b2,02AJHA0001,E00006820,0,0,0,0,0,0,0,0
02AJHA,00AJHA0010,,2b2,02AJHA0010,E00006829,0,0,0,0,0,0,0,0
02AJHA,00AJHA0012,,2b2,02AJHA0012,E00006831,0,0,0,0,0,0,0,0
02ATGA,00ATGA0016,,2b2,02ATGA0016,E00012798,0,0,0,0,0,0,0,0
02AJHA,00AJHA0015,,2b2,02AJHA0015,E00006834,0,0,0,0,0,0,0,0
02ANGB,00ANGB0020,,2a2,02ANGB0020,E00009290,0,0,0,0,0,0,0,0
02AJGX,00AJGX0006,,7b1,02AJGX0006,E00006718,0,0,0,0,0,0,0,0
02AJGX,00AJGX0007,,7a3,02AJGX0007,E00006719,0,0,0,0,0,0,0,0
02AJGX,00AJGX0001,,7b1,02AJGX0001,E00006713,0,0,0,0,0,0,0,0
02AJHA,00AJHA0046,,7a3,02AJHA0046,E00006865,0,0,0,0,0,0,0,0
02AJGC,00AJGC0005,,7b1,02AJGC0005,E00005970,0,0,0,0,0,0,0,0
02AJGX,00AJGX0005,,7b1,02AJGX0005,E00006717,0,0,0,0,0,0,0,0
02AJGX,00AJGX0044,,7b1,02AJGX0044,E00006756,0,0,0,0,0,0,0,0
02AJHA,00AJHA0005,,7b1,02AJHA0005,E00006824,0,0,0,0,0,0,0,0
02AJHA,00AJHA0009,,6c1,02AJHA0009,E00006828,0,0,0,0,0,0,0,0
02AJGH,00AJGH0006,,7b2,02AJGH0006,E00006186,0,0,0,0,0,0,0,0
02ANGM,00ANGM0004,,7b1,02ANGM0004,E00009647,0,0,0,0,0,0,0,0
02AJHA,00AJHA0044,,7a3,02AJHA0044,E00006863,0,0,0,0,0,0,0,0
02AJGH,00AJGH0045,,7b2,02AJGH0045,E00006225,0,0,0,0,0,0,0,0
02AJHA,00AJHA0043,,7a3,02AJHA0043,E00006862,0,0,0,0,0,0,0,0
02ATGA,00ATGA0015,,2b2,02ATGA0015,E00012797,0,0,0,0,0,0,0,0
02ATGA,00ATGA0019,,2b2,02ATGA0019,E00012801,0,0,0,0,0,0,0,0
02ATGA,00ATGA0018,,2a2,02ATGA0018,E00012800,0,0,0,0,0,0,0,0
02ANGM,00ANGM0034,,2b2,02ANGM0034,E00009677,0,0,0,0,0,0,0,0
02ANGM,00ANGM0035,,7a3,02ANGM0035,E00009678,0,0,0,0,0,0,0,0
02ANGM,00ANGM0037,,2b2,02ANGM0037,E00009680,0,0,0,0,0,0,0,0
02ANGM,00ANGM0033,,6d1,02ANGM0033,E00009676,0,0,0,0,0,0,0,0
02ANGB,00ANGB0035,,7a3,02ANGB0035,E00009305,0,0,0,0,0,0,0,0
02ANGB,00ANGB0040,,2b2,02ANGB0040,E00009310,0,0,0,0,0,0,0,0
02ANGB,00ANGB0041,,2b2,02ANGB0041,E00009311,0,0,0,0,0,0,0,0
02ANGM,00ANGM0032,,7b1,02ANGM0032,E00009675,0,0,0,0,0,0,0,0
02ANGB,00ANGB0042,,7b2,02ANGB0042,E00009312,0,0,0,0,0,0,0,0
02ANGM,00ANGM0002,,7a3,02ANGM0002,E00009645,0,0,0,0,0,0,0,0
02ANGB,00ANGB0022,,7b1,02ANGB0022,E00009292,0,0,0,0,0,0,0,0
02ANGM,00ANGM0007,,2b2,02ANGM0007,E00009650,0,0,0,0,0,0,0,0
02ANGB,00ANGB0003,,7b1,02ANGB0003,E00009273,0,0,0,0,0,0,0,0
