OA_2001_old,OA_2001,IN500Cent,OUT500Cent,IN750Cent,OUT750Cent,IN1000Cent,OUT1000Cent
00BFGF0025,E00020655,0,0,0,0,0,0
00BFGQ0034,E00020962,0,0,0,0,0,0
00BFGQ0033,E00020961,0,0,0,0,0,0
00BAGE0027,E00017222,0,0,0,0,0,0
00BFGN0020,E00020877,0,0,0,0,0,0
00BFGN0012,E00020869,0,0,0,0,0,0
00BFGM0007,E00020824,0,0,0,0,0,0
00BCGM0011,E00018799,0,0,0,0,0,0
00BCGM0005,E00018793,0,0,0,0,0,0
00BCGM0031,E00018819,0,0,0,0,0,0
00BCGM0032,E00018820,0,0,0,0,0,0
00BCGM0022,E00018810,0,0,0,0,0,0
00AUGJ0020,E00013847,0,0,0,0,0,0
00BFGQ0006,E00020934,0,0,0,0,0,0
00BFGM0012,E00020829,0,0,0,0,0,0
00BFGM0009,E00020826,0,0,0,0,0,0
00BFGM0010,E00020827,0,0,0,0,0,0
00BFGP0010,E00020899,0,0,0,0,0,0
00BFGM0038,E00020855,0,0,0,0,0,0
00BFGM0011,E00020828,0,0,0,0,0,0
00BFGM0040,E00020857,0,0,0,0,0,0
00BFGM0004,E00020821,0,0,0,0,0,0
00BFGM0034,E00020851,0,0,0,0,0,0
00BCGJ0017,E00018694,0,0,0,0,0,0
00BFGM0035,E00020852,0,0,0,0,0,0
00BFGM0026,E00020843,0,0,0,0,0,0
00BFGM0031,E00020848,0,0,0,0,0,0
00BFGM0033,E00020850,0,0,0,0,0,0
00BFGM0021,E00020838,0,0,0,0,0,0
00BFGM0032,E00020849,0,0,0,0,0,0
00BFGM0037,E00020854,0,0,0,0,0,0
00BFGM0003,E00020820,0,0,0,0,0,0
00BFGM0014,E00020831,0,0,0,0,0,0
00BFGM0015,E00020832,0,0,0,0,0,0
00BCGR0008,E00018935,0,0,0,0,0,0
00BFGM0018,E00020835,0,0,0,0,0,0
00BFGM0019,E00020836,0,0,0,0,0,0
00BFGM0022,E00020839,0,0,0,0,0,0
00BFGM0023,E00020840,0,0,0,0,0,0
00BFGF0022,E00020652,0,0,0,0,0,0
00BFGP0038,E00020927,0,0,0,0,0,0
00BCGR0024,E00018951,0,0,0,0,0,0
00BFGP0039,E00020928,0,0,0,0,0,0
00BFGM0001,E00020818,0,0,0,0,0,0
00BFGM0013,E00020830,0,0,0,0,0,0
00BFGF0017,E00020647,0,0,0,0,0,0
00BFGM0005,E00020822,0,0,0,0,0,0
00BFGF0011,E00020641,0,0,0,0,0,0
00BFGM0008,E00020825,0,0,0,0,0,0
00BFGF0010,E00020640,0,0,0,0,0,0
00BAGF0031,E00017262,0,0,0,0,0,0
00BFGF0012,E00020642,0,0,0,0,0,0
00BFGF0016,E00020646,0,0,0,0,0,0
00BFGF0023,E00020653,0,0,0,0,0,0
00BFGF0018,E00020648,0,0,0,0,0,0
00BFGF0009,E00020639,0,0,0,0,0,0
00BFGM0025,E00020842,0,0,0,0,0,0
00BFGF0006,E00020636,0,0,0,0,0,0
00BFGF0028,E00020658,0,0,0,0,0,0
00BCGJ0007,E00018684,0,0,0,0,0,0
00BFGF0008,E00020638,0,0,0,0,0,0
00BCGR0010,E00018937,0,0,0,0,0,0
00BFGM0017,E00020834,0,0,0,0,0,0
00BAGE0030,E00017225,0,0,0,0,0,0
00BFGM0029,E00020846,0,0,0,0,0,0
00BFGF0004,E00020634,0,0,0,0,0,0
00BFGF0031,E00020661,0,0,0,0,0,0
00BFGF0030,E00020660,0,0,0,0,0,0
00BFGJ0014,E00020735,0,0,0,0,0,0
00BFGJ0013,E00020734,0,0,0,0,0,0
00BFGJ0011,E00020732,0,0,0,0,0,0
00BFGJ0012,E00020733,0,0,0,0,0,0
00BFGW0014,E00021121,0,0,0,0,0,0
00BFGH0001,E00020692,0,0,0,0,0,0
00BFGH0017,E00020708,0,0,0,0,0,0
00BAGE0024,E00017219,0,0,0,0,0,0
00BFGH0018,E00020709,0,0,0,0,0,0
00BFGQ0017,E00020945,0,0,0,0,0,0
00AHHD0050,E00005910,0,0,0,0,0,0
00BFGJ0021,E00020742,0,0,0,0,0,0
00BFGJ0016,E00020737,0,0,0,0,0,0
00BFGW0013,E00021120,0,0,0,0,0,0
00BFGL0007,E00020793,0,0,0,0,0,0
00BFGJ0003,E00020724,0,0,0,0,0,0
00BFGL0008,E00020794,0,0,0,0,0,0
00BFGJ0031,E00020752,0,0,0,0,0,0
00BFGJ0015,E00020736,0,0,0,0,0,0
00BFGW0032,E00021139,0,0,0,0,0,0
00AHGH0049,E00005054,0,0,0,0,0,0
00BFGL0010,E00020796,0,0,0,0,0,0
00BFGJ0010,E00020731,0,0,0,0,0,0
00BFGN0009,E00020866,0,0,0,0,0,0
00BFGW0020,E00021127,0,0,0,0,0,0
00BFGW0027,E00021134,0,0,0,0,0,0
00BFGN0001,E00020858,0,0,0,0,0,0
00BFGJ0008,E00020729,0,0,0,0,0,0
00BFGW0025,E00021132,0,0,0,0,0,0
00BFGW0028,E00021135,0,0,0,0,0,0
00BFGW0016,E00021123,0,0,0,0,0,0
00BFGW0015,E00021122,0,0,0,0,0,0
00BFGW0010,E00021117,0,0,0,0,0,0
00BFGW0022,E00021129,0,0,0,0,0,0
00BFGJ0007,E00020728,0,0,0,0,0,0
00BFGW0012,E00021119,0,0,0,0,0,0
00BFGW0009,E00021116,0,0,0,0,0,0
00BFGW0008,E00021115,0,0,0,0,0,0
00BFGJ0006,E00020727,0,0,0,0,0,0
00BFGW0011,E00021118,0,0,0,0,0,0
00BFGW0007,E00021114,0,0,0,0,0,0
00BFGW0002,E00021109,0,0,0,0,0,0
00BFGW0005,E00021112,0,0,0,0,0,0
00BFGW0004,E00021111,0,0,0,0,0,0
00BFGW0031,E00021138,0,0,0,0,0,0
00BFGW0023,E00021130,0,0,0,0,0,0
00BFGW0033,E00021140,0,0,0,0,0,0
00BFGW0024,E00021131,0,0,0,0,0,0
00BFGW0019,E00021126,0,0,0,0,0,0
00BFGW0006,E00021113,0,0,0,0,0,0
00BFGW0003,E00021110,0,0,0,0,0,0
00BFGW0029,E00021136,0,0,0,0,0,0
00BFGW0026,E00021133,0,0,0,0,0,0
00BFGW0030,E00021137,0,0,0,0,0,0
00BFGW0017,E00021124,0,0,0,0,0,0
00BFGL0031,E00020817,0,0,0,0,0,0
00BAGE0026,E00017221,0,0,0,0,0,0
00BFGL0002,E00020788,0,0,0,0,0,0
00BFGL0005,E00020791,0,0,0,0,0,0
00BFGL0029,E00020815,0,0,0,0,0,0
00BFGN0008,E00020865,0,0,0,0,0,0
00BFGN0003,E00020860,0,0,0,0,0,0
00BFGL0025,E00020811,0,0,0,0,0,0
00BFGR0012,E00020978,0,0,0,0,0,0
00BFGR0017,E00020983,0,0,0,0,0,0
00BFGR0022,E00020988,0,0,0,0,0,0
00BAGC0019,E00017154,0,0,0,0,0,0
00ABFZ0016,E00000116,0,0,0,0,0,0
00BFGD0003,E00020565,0,0,0,0,0,0
00ABFZ0015,E00000115,0,0,0,0,0,0
00ABGM0015,E00000495,0,0,0,0,0,0
00BFGL0006,E00020792,0,0,0,0,0,0
00BFGL0030,E00020816,0,0,0,0,0,0
00BFGL0003,E00020789,0,0,0,0,0,0
00BFGL0022,E00020808,0,0,0,0,0,0
00BFGL0009,E00020795,0,0,0,0,0,0
00BFGL0001,E00020787,0,0,0,0,0,0
00BAGH0009,E00017303,0,0,0,0,0,0
00BFGL0023,E00020809,0,0,0,0,0,0
00BAGH0018,E00017312,0,0,0,0,0,0
00BFGL0027,E00020813,0,0,0,0,0,0
00BFGL0028,E00020814,0,0,0,0,0,0
00BFGL0026,E00020812,0,0,0,0,0,0
00BFGL0019,E00020805,0,0,0,0,0,0
00BAGH0024,E00017318,0,0,0,0,0,0
00BFGW0001,E00021108,0,0,0,0,0,0
00BAGH0010,E00017304,0,0,0,0,0,0
00BAGE0029,E00017224,0,0,0,0,0,0
00BAGH0017,E00017311,0,0,0,0,0,0
00BFGW0018,E00021125,0,0,0,0,0,0
00BAGH0008,E00017302,0,0,0,0,0,0
00BAGH0011,E00017305,0,0,0,0,0,0
00BAGH0004,E00017298,0,0,0,0,0,0
00AHHC0035,E00005846,0,0,0,0,0,0
00BFGK0010,E00020762,0,0,0,0,0,0
00BFGK0026,E00020778,0,0,0,0,0,0
00BFGK0008,E00020760,0,0,0,0,0,0
00BFGK0030,E00020782,0,0,0,0,0,0
00BAGC0009,E00017144,0,0,0,0,0,0
00BAGH0001,E00017295,0,0,0,0,0,0
00BAGH0002,E00017296,0,0,0,0,0,0
00BAGH0005,E00017299,0,0,0,0,0,0
00BAGH0016,E00017310,0,0,0,0,0,0
00BAGH0014,E00017308,0,0,0,0,0,0
00BAGH0012,E00017306,0,0,0,0,0,0
00BAGH0013,E00017307,0,0,0,0,0,0
00BAGH0015,E00017309,0,0,0,0,0,0
00BFGL0020,E00020806,0,0,0,0,0,0
00BFGL0016,E00020802,0,0,0,0,0,0
00BAGH0003,E00017297,0,0,0,0,0,0
00BAGH0006,E00017300,0,0,0,0,0,0
00BAGH0007,E00017301,0,0,0,0,0,0
00BFGL0018,E00020804,0,0,0,0,0,0
00BFGL0013,E00020799,0,0,0,0,0,0
00BFGL0011,E00020797,0,0,0,0,0,0
00BFGU0012,E00021082,0,0,0,0,0,0
00BFGT0024,E00021059,0,0,0,0,0,0
00BFGL0017,E00020803,0,0,0,0,0,0
00BFGN0018,E00020875,0,0,0,0,0,0
00BAGN0025,E00017471,0,0,0,0,0,0
00BAGH0026,E00017320,0,0,0,0,0,0
00BFGR0026,E00020992,0,0,0,0,0,0
00BAGH0027,E00017321,0,0,0,0,0,0
00BAGN0001,E00017447,0,0,0,0,0,0
00BAGH0025,E00017319,0,0,0,0,0,0
00BFGQ0016,E00020944,0,0,0,0,0,0
00BFGN0006,E00020863,0,0,0,0,0,0
00BFGN0023,E00020880,0,0,0,0,0,0
00AHGH0010,E00005015,0,0,0,0,0,0
00BFGN0029,E00020886,0,0,0,0,0,0
00BFGN0030,E00020887,0,0,0,0,0,0
00BFGN0007,E00020864,0,0,0,0,0,0
00BFGF0032,E00020662,0,0,0,0,0,0
00BFGF0026,E00020656,0,0,0,0,0,0
00BFGN0026,E00020883,0,0,0,0,0,0
00BFGN0031,E00020888,0,0,0,0,0,0
00BFGN0028,E00020885,0,0,0,0,0,0
00BFGN0032,E00020889,0,0,0,0,0,0
00BFGN0005,E00020862,0,0,0,0,0,0
00AHHC0034,E00005845,0,0,0,0,0,0
00BFGN0024,E00020881,0,0,0,0,0,0
00BAGN0021,E00017467,0,0,0,0,0,0
00BFGU0004,E00021074,0,0,0,0,0,0
00BAGN0016,E00017462,0,0,0,0,0,0
00BFGN0004,E00020861,0,0,0,0,0,0
00BFGN0021,E00020878,0,0,0,0,0,0
00BFGN0015,E00020872,0,0,0,0,0,0
00BFGN0014,E00020871,0,0,0,0,0,0
00BFGN0013,E00020870,0,0,0,0,0,0
00BFGN0017,E00020874,0,0,0,0,0,0
00BFGN0025,E00020882,0,0,0,0,0,0
00BFGN0019,E00020876,0,0,0,0,0,0
00BFGR0025,E00020991,0,0,0,0,0,0
00BFGR0013,E00020979,0,0,0,0,0,0
00BFGR0007,E00020973,0,0,0,0,0,0
00BFGR0027,E00020993,0,0,0,0,0,0
00BFGR0016,E00020982,0,0,0,0,0,0
00BFGR0021,E00020987,0,0,0,0,0,0
00BFGR0014,E00020980,0,0,0,0,0,0
00BFGN0002,E00020859,0,0,0,0,0,0
00BFGK0019,E00020771,0,0,0,0,0,0
00BFGK0006,E00020758,0,0,0,0,0,0
00BFGK0020,E00020772,0,0,0,0,0,0
00BFGK0023,E00020775,0,0,0,0,0,0
00BFGK0024,E00020776,0,0,0,0,0,0
00BFGK0027,E00020779,0,0,0,0,0,0
00BFGK0017,E00020769,0,0,0,0,0,0
00BFGK0021,E00020773,0,0,0,0,0,0
00BFGK0022,E00020774,0,0,0,0,0,0
00BFGK0014,E00020766,0,0,0,0,0,0
00BFGK0004,E00020756,0,0,0,0,0,0
00BFGU0017,E00021087,0,0,0,0,0,0
00BFGK0005,E00020757,0,0,0,0,0,0
00BFGT0025,E00021060,0,0,0,0,0,0
00BFGK0011,E00020763,0,0,0,0,0,0
00BFGR0006,E00020972,0,0,0,0,0,0
00BFGK0015,E00020767,0,0,0,0,0,0
00BFGK0018,E00020770,0,0,0,0,0,0
00BFGK0025,E00020777,0,0,0,0,0,0
00BFGR0033,E00020999,0,0,0,0,0,0
00BFGU0030,E00021100,0,0,0,0,0,0
00BFGK0009,E00020761,0,0,0,0,0,0
00BFGK0029,E00020781,0,0,0,0,0,0
00BFGK0031,E00020783,0,0,0,0,0,0
00BFGK0032,E00020784,0,0,0,0,0,0
00BFGK0003,E00020755,0,0,0,0,0,0
00BFGG0015,E00020678,0,0,0,0,0,0
00BAGN0022,E00017468,0,0,0,0,0,0
00BAGN0026,E00017472,0,0,0,0,0,0
00BAGN0024,E00017470,0,0,0,0,0,0
00BFGK0001,E00020753,0,0,0,0,0,0
00BFGK0016,E00020768,0,0,0,0,0,0
00BAGN0023,E00017469,0,0,0,0,0,0
00BFGK0012,E00020764,0,0,0,0,0,0
00BAGN0019,E00017465,0,0,0,0,0,0
00BAGN0013,E00017459,0,0,0,0,0,0
00BFGT0001,E00021036,0,0,0,0,0,0
00BAGN0014,E00017460,0,0,0,0,0,0
00BAGN0020,E00017466,0,0,0,0,0,0
00BFGK0034,E00020786,0,0,0,0,0,0
00BAGL0004,E00017385,0,0,0,0,0,0
00BAGL0010,E00017391,0,0,0,0,0,0
00BFGT0010,E00021045,0,0,0,0,0,0
00BAGN0017,E00017463,0,0,0,0,0,0
00BAGL0009,E00017390,0,0,0,0,0,0
00BFGU0032,E00021102,0,0,0,0,0,0
00BAGL0007,E00017388,0,0,0,0,0,0
00BAGL0006,E00017387,0,0,0,0,0,0
00AHGL0029,E00005160,0,0,0,0,0,0
00BFGK0013,E00020765,0,0,0,0,0,0
00BFGU0018,E00021088,0,0,0,0,0,0
00AHGL0033,E00005164,0,0,0,0,0,0
00BFGK0007,E00020759,0,0,0,0,0,0
00BFGK0033,E00020785,0,0,0,0,0,0
00AHHC0011,E00005822,0,0,0,0,0,0
00BFGU0006,E00021076,0,0,0,0,0,0
00BFGK0028,E00020780,0,0,0,0,0,0
00BFGT0026,E00021061,0,0,0,0,0,0
00BFGK0002,E00020754,0,0,0,0,0,0
00BFGU0020,E00021090,0,0,0,0,0,0
00BAGD0016,E00017183,0,0,0,0,0,0
00ABFY0031,E00000100,0,0,0,0,0,0
00BFGU0005,E00021075,0,0,0,0,0,0
00BFGU0007,E00021077,0,0,0,0,0,0
00BFGU0021,E00021091,0,0,0,0,0,0
00BFGU0026,E00021096,0,0,0,0,0,0
00BFGU0019,E00021089,0,0,0,0,0,0
00BFGU0013,E00021083,0,0,0,0,0,0
00BAGL0008,E00017389,0,0,0,0,0,0
00BAGL0011,E00017392,0,0,0,0,0,0
00BFGU0016,E00021086,0,0,0,0,0,0
00BFGU0014,E00021084,0,0,0,0,0,0
00BFGU0015,E00021085,0,0,0,0,0,0
00BFGG0003,E00020666,0,0,0,0,0,0
00BFGG0028,E00020691,0,0,0,0,0,0
00BFGD0030,E00020592,0,0,0,0,0,0
00BFGT0002,E00021037,0,0,0,0,0,0
00BFGD0031,E00020593,0,0,0,0,0,0
00BFGT0006,E00021041,0,0,0,0,0,0
00BFGT0029,E00021064,0,0,0,0,0,0
00BFGD0021,E00020583,0,0,0,0,0,0
00BFGD0027,E00020589,0,0,0,0,0,0
00BFGD0028,E00020590,0,0,0,0,0,0
00BFGD0029,E00020591,0,0,0,0,0,0
00BFGT0011,E00021046,0,0,0,0,0,0
00BFGG0027,E00020690,0,0,0,0,0,0
00BFGG0019,E00020682,0,0,0,0,0,0
00AHGL0032,E00005163,0,0,0,0,0,0
00BFGG0011,E00020674,0,0,0,0,0,0
00BFGG0026,E00020689,0,0,0,0,0,0
00BFGG0021,E00020684,0,0,0,0,0,0
00BFGG0013,E00020676,0,0,0,0,0,0
00BFGG0018,E00020681,0,0,0,0,0,0
00BFGG0010,E00020673,0,0,0,0,0,0
00BFGF0019,E00020649,0,0,0,0,0,0
00BFGF0020,E00020650,0,0,0,0,0,0
00BFGF0013,E00020643,0,0,0,0,0,0
00ABFY0001,E00000070,0,0,0,0,0,0
00ABGF0029,E00000326,0,0,0,0,0,0
00BFGT0014,E00021049,0,0,0,0,0,0
00ABGB0007,E00000173,0,0,0,0,0,0
00BFGF0003,E00020633,0,0,0,0,0,0
00BFGF0021,E00020651,0,0,0,0,0,0
00BFGF0007,E00020637,0,0,0,0,0,0
00BFGF0029,E00020659,0,0,0,0,0,0
00BFGF0033,E00020663,0,0,0,0,0,0
00BFGS0004,E00021004,0,0,0,0,0,0
00BFGG0023,E00020686,0,0,0,0,0,0
00BFGG0024,E00020687,0,0,0,0,0,0
00BFGT0023,E00021058,0,0,0,0,0,0
00BFGG0017,E00020680,0,0,0,0,0,0
00BFGT0012,E00021047,0,0,0,0,0,0
00BFGG0012,E00020675,0,0,0,0,0,0
00AYGN0008,E00015761,0,0,0,0,0,0
00BFGT0008,E00021043,0,0,0,0,0,0
00BFGT0021,E00021056,0,0,0,0,0,0
00BFGD0014,E00020576,0,0,0,0,0,0
00BFGT0018,E00021053,0,0,0,0,0,0
00BFGT0004,E00021039,0,0,0,0,0,0
00BFGT0022,E00021057,0,0,0,0,0,0
00BFGT0017,E00021052,0,0,0,0,0,0
00BFGT0005,E00021040,0,0,0,0,0,0
00BFGD0024,E00020586,0,0,0,0,0,0
00BFGD0004,E00020566,0,0,0,0,0,0
00BFGD0026,E00020588,0,0,0,0,0,0
00BFGD0020,E00020582,0,0,0,0,0,0
00BFGD0010,E00020572,0,0,0,0,0,0
00BFGT0016,E00021051,0,0,0,0,0,0
00BFGT0019,E00021054,0,0,0,0,0,0
00BFGD0012,E00020574,0,0,0,0,0,0
00BFGT0009,E00021044,0,0,0,0,0,0
00BFGT0003,E00021038,0,0,0,0,0,0
00BFGT0020,E00021055,0,0,0,0,0,0
00BFGT0013,E00021048,0,0,0,0,0,0
00BFGT0007,E00021042,0,0,0,0,0,0
00BFGT0034,E00021069,0,0,0,0,0,0
00BFGT0033,E00021068,0,0,0,0,0,0
00BFGG0009,E00020672,0,0,0,0,0,0
00BFGF0001,E00020631,0,0,0,0,0,0
00BFGF0014,E00020644,0,0,0,0,0,0
00BFGS0026,E00021026,0,0,0,0,0,0
00BFGS0003,E00021003,0,0,0,0,0,0
00BFGS0005,E00021005,0,0,0,0,0,0
00BFGS0010,E00021010,0,0,0,0,0,0
00BFGT0035,E00021070,0,0,0,0,0,0
00BFGF0005,E00020635,0,0,0,0,0,0
00BFGS0023,E00021023,0,0,0,0,0,0
00BFGS0021,E00021021,0,0,0,0,0,0
00BFGS0015,E00021015,0,0,0,0,0,0
00BFGS0012,E00021012,0,0,0,0,0,0
00BFGS0017,E00021017,0,0,0,0,0,0
00BFGS0018,E00021018,0,0,0,0,0,0
00BFGS0028,E00021028,0,0,0,0,0,0
00BFGS0002,E00021002,0,0,0,0,0,0
00BFGS0029,E00021029,0,0,0,0,0,0
00BFGS0001,E00021001,0,0,0,0,0,0
00BFGT0028,E00021063,0,0,0,0,0,0
00AYGN0014,E00015767,0,0,0,0,0,0
00BFGT0030,E00021065,0,0,0,0,0,0
00BFGD0007,E00020569,0,0,0,0,0,0
00BFGC0032,E00020562,0,0,0,0,0,0
00BFGT0027,E00021062,0,0,0,0,0,0
00BFGC0003,E00020533,0,0,0,0,0,0
00BFGS0019,E00021019,0,0,0,0,0,0
00BFGC0026,E00020556,0,0,0,0,0,0
00AWGE0018,E00014275,0,0,0,0,0,0
00BFGS0027,E00021027,0,0,0,0,0,0
00BJGT0004,E00023323,0,0,0,0,0,0
00BFGS0016,E00021016,0,0,0,0,0,0
00BFGS0022,E00021022,0,0,0,0,0,0
00BFGD0023,E00020585,0,0,0,0,0,0
00BFGC0004,E00020534,0,0,0,0,0,0
00BFGC0029,E00020559,0,0,0,0,0,0
00BFGC0022,E00020552,0,0,0,0,0,0
00AHGT0015,E00005454,0,0,0,0,0,0
00BFGD0025,E00020587,0,0,0,0,0,0
00BJGT0014,E00023333,0,0,0,0,0,0
00AHGT0014,E00005453,0,0,0,0,0,0
00AHGT0012,E00005451,0,0,0,0,0,0
00BFGD0005,E00020567,0,0,0,0,0,0
00AHGT0001,E00005440,0,0,0,0,0,0
00AHGT0011,E00005450,0,0,0,0,0,0
00BFGD0011,E00020573,0,0,0,0,0,0
00AHGT0008,E00005447,0,0,0,0,0,0
00AHHC0037,E00005848,0,0,0,0,0,0
00BFGC0031,E00020561,0,0,0,0,0,0
00AHGT0005,E00005444,0,0,0,0,0,0
00AHGT0006,E00005445,0,0,0,0,0,0
00BFGD0009,E00020571,0,0,0,0,0,0
00AHGT0009,E00005448,0,0,0,0,0,0
00AHGT0010,E00005449,0,0,0,0,0,0
00AHGT0041,E00005480,0,0,0,0,0,0
00BFGD0006,E00020568,0,0,0,0,0,0
00BFGD0022,E00020584,0,0,0,0,0,0
00BFGD0017,E00020579,0,0,0,0,0,0
00BFGD0002,E00020564,0,0,0,0,0,0
00BFGD0019,E00020581,0,0,0,0,0,0
00AYGK0027,E00015646,0,1,0,1,0,1
00BFGC0024,E00020554,0,0,0,0,0,0
00BFGC0001,E00020531,0,0,0,0,0,0
00BFGD0015,E00020577,0,0,0,0,0,0
00BFGD0032,E00020594,0,0,0,0,0,0
00BFGC0023,E00020553,0,0,0,0,0,0
00AHHC0032,E00005843,0,0,0,0,0,0
00AHHC0036,E00005847,0,0,0,0,0,0
00AHGL0001,E00005132,0,0,0,0,0,0
00BFGC0025,E00020555,0,0,0,0,0,0
00BFGD0018,E00020580,0,0,0,0,0,0
00AHHC0005,E00005816,0,0,0,0,0,0
00AHHC0008,E00005819,0,0,0,0,0,0
00AHHC0026,E00005837,0,0,0,0,0,0
00AHHC0029,E00005840,0,0,0,0,0,0
00AHGL0046,E00005177,0,0,0,0,0,0
00AHGL0051,E00005182,0,0,0,0,0,0
00AHGL0050,E00005181,0,0,0,0,0,0
00AHGL0047,E00005178,0,0,0,0,0,0
00AHHC0033,E00005844,0,0,0,0,0,0
00AHGL0042,E00005173,0,0,0,0,0,0
00AHGL0040,E00005171,0,0,0,0,0,0
00AHGL0041,E00005172,0,0,0,0,0,0
00AHHC0006,E00005817,0,0,0,0,0,0
00AYGK0040,E00015659,0,0,0,1,0,1
00ACGK0008,E00001162,0,0,0,0,0,0
00AHGL0044,E00005175,0,0,0,0,0,0
00ACGH0044,E00001104,0,0,0,0,0,0
00AHGL0037,E00005168,0,0,0,0,0,0
00AHGL0038,E00005169,0,0,0,0,0,0
00AHGL0031,E00005162,0,0,0,0,0,0
00AHGL0034,E00005165,0,0,0,0,0,0
00BFGC0002,E00020532,0,0,0,0,0,0
00AUGE0017,E00013679,0,0,0,0,0,0
00BAGE0018,E00017213,0,0,0,0,0,0
00AHHC0007,E00005818,0,0,0,0,0,0
00AHHC0030,E00005841,0,0,0,0,0,0
00AHHC0031,E00005842,0,0,0,0,0,0
00AHHC0025,E00005836,0,0,0,0,0,0
00AHHC0028,E00005839,0,0,0,0,0,0
00BFGC0028,E00020558,0,0,0,0,0,0
00BFGC0027,E00020557,0,0,0,0,0,0
00AHHC0012,E00005823,0,0,0,0,0,0
00AHHC0022,E00005833,0,0,0,0,0,0
00AHHC0023,E00005834,0,0,0,0,0,0
00AHHC0004,E00005815,0,0,0,0,0,0
00AHHC0013,E00005824,0,0,0,0,0,0
00AHHC0009,E00005820,0,0,0,0,0,0
00BAGE0022,E00017217,0,0,0,0,0,0
00AHGL0022,E00005153,0,0,0,0,0,0
00AHGL0024,E00005155,0,0,0,0,0,0
00AHHC0027,E00005838,0,0,0,0,0,0
00AHHC0019,E00005830,0,0,0,0,0,0
00AHHC0024,E00005835,0,0,0,0,0,0
00BFGR0002,E00020968,0,0,0,0,0,0
00AHHC0018,E00005829,0,0,0,0,0,0
00AHHC0014,E00005825,0,0,0,0,0,0
00AHHC0020,E00005831,0,0,0,0,0,0
00AHHC0017,E00005828,0,0,0,0,0,0
00AHHC0015,E00005826,0,0,0,0,0,0
00AHGM0028,E00005214,0,0,0,0,0,0
00AHHC0021,E00005832,0,0,0,0,0,0
00AHGM0036,E00005222,0,0,0,0,0,0
00BFGU0033,E00021103,0,0,0,0,0,0
00BFGU0008,E00021078,0,0,0,0,0,0
00BFGC0016,E00020546,0,0,0,0,0,0
00AHHC0003,E00005814,0,0,0,0,0,0
00AHGM0007,E00005193,0,0,0,0,0,0
00AHGM0029,E00005215,0,0,0,0,0,0
00AHGM0030,E00005216,0,0,0,0,0,0
00AHGM0031,E00005217,0,0,0,0,0,0
00BFGR0001,E00020967,0,0,0,0,0,0
00BFGR0024,E00020990,0,0,0,0,0,0
00BFGF0002,E00020632,0,0,0,0,0,0
00BFGF0027,E00020657,0,0,0,0,0,0
00BFGS0009,E00021009,0,0,0,0,0,0
00BFGS0035,E00021035,0,0,0,0,0,0
00BFGS0034,E00021034,0,0,0,0,0,0
00BFGS0013,E00021013,0,0,0,0,0,0
00BFGS0006,E00021006,0,0,0,0,0,0
00BFGC0018,E00020548,0,0,0,0,0,0
00BFGC0020,E00020550,0,0,0,0,0,0
00BFGC0014,E00020544,0,0,0,0,0,0
00BFGC0019,E00020549,0,0,0,0,0,0
00BFGU0035,E00021105,0,0,0,0,0,0
00BFGC0021,E00020551,0,0,0,0,0,0
00BFGR0028,E00020994,0,0,0,0,0,0
00BFGR0020,E00020986,0,0,0,0,0,0
00BFGS0008,E00021008,0,0,0,0,0,0
00BFGU0028,E00021098,0,0,0,0,0,0
00BFGS0033,E00021033,0,0,0,0,0,0
00BFGC0017,E00020547,0,0,0,0,0,0
00BFGC0009,E00020539,0,0,0,0,0,0
00BFGC0011,E00020541,0,0,0,0,0,0
00BFGR0019,E00020985,0,0,0,0,0,0
00BFGR0009,E00020975,0,0,0,0,0,0
00BFGR0023,E00020989,0,0,0,0,0,0
00BFGR0003,E00020969,0,0,0,0,0,0
00BFGR0004,E00020970,0,0,0,0,0,0
00BAGQ0017,E00017528,0,0,0,0,0,0
00BFGR0015,E00020981,0,0,0,0,0,0
00BFGR0030,E00020996,0,0,0,0,0,0
00BFGU0001,E00021071,0,0,0,0,0,0
00BFGU0022,E00021092,0,0,0,0,0,0
00BFGU0011,E00021081,0,0,0,0,0,0
00BFGU0025,E00021095,0,0,0,0,0,0
00BFGU0027,E00021097,0,0,0,0,0,0
00BFGR0010,E00020976,0,0,0,0,0,0
00BFGR0018,E00020984,0,0,0,0,0,0
00AHGM0042,E00005228,0,0,0,0,0,0
00AHGH0016,E00005021,0,0,0,0,0,0
00BJGT0015,E00023334,0,0,0,0,0,0
00BFGS0007,E00021007,0,0,0,0,0,0
00BFGR0008,E00020974,0,0,0,0,0,0
00BFGR0011,E00020977,0,0,0,0,0,0
00BFGS0031,E00021031,0,0,0,0,0,0
00BFGS0030,E00021030,0,0,0,0,0,0
00BFGS0032,E00021032,0,0,0,0,0,0
00BFGR0005,E00020971,0,0,0,0,0,0
00BFGR0031,E00020997,0,0,0,0,0,0
00AHGH0042,E00005047,0,0,0,0,0,0
00AHGH0018,E00005023,0,0,0,0,0,0
00AHGH0047,E00005052,0,0,0,0,0,0
00AHGH0037,E00005042,0,0,0,0,0,0
00BFGR0032,E00020998,0,0,0,0,0,0
00AHGH0039,E00005044,0,0,0,0,0,0
00BFGR0034,E00021000,0,0,0,0,0,0
00BFGU0036,E00021106,0,0,0,0,0,0
00BFGU0037,E00021107,0,0,0,0,0,0
00BFGU0034,E00021104,0,0,0,0,0,0
00BFGC0007,E00020537,0,0,0,0,0,0
